Name,Team,Nat,Age,Pos,Height,Weight,Apps(Subs),Mins,Goals,Assists,Yel,Red,SpG,PS%,AerWon,MoM,Tackles,Inter,Fouls,OffW,Clear,DrbPast,Blocks,OwnG,KeyP,Drb,Fouled,Off,Disp,UnsT,AvgP,Crosses,LongB,ThrB,Rat
Raheem Sterling,MCFC,eng,25,"M(CLR),FW",170,69,31(3),2777,17,10,3,-,2.3,85.8,0.4,8,0.9,0.5,1.2,-,0.1,0.5,0.1,-,1.9,2.4,1.3,0.4,2.6,2.2,37.1,0.4,0.3,-,7.61
Sergio Agüero,MCFC,ar,32,"AM(CL),FW",173,70,31(2),2480,21,8,3,-,3.6,85,0.5,5,0.5,0.3,0.6,-,0.1,0.1,-,-,1,1.4,0.8,0.8,1.6,2.2,23.4,-,0.1,0.1,7.53
Fernandinho,MCFC,br,35,"D(CR),DMC",179,67,27(2),2382,1,3,5,-,1,87.5,2.6,2,2,1.4,1.4,0.1,2.4,0.7,0.1,-,0.8,0.7,0.9,0.1,0.4,0.9,70.7,-,2.7,0.2,7.31
Benjamin Mendy,MCFC,fr,26,"D(L),DMC,M(L)",185,85,10,900,-,5,1,-,0.7,88.3,0.8,-,1.6,1,1.2,0.4,1.6,0.8,0.4,-,1.2,0.9,0.2,-,1.1,0.9,65,1.1,1.8,-,7.29
David Silva,MCFC,es,34,M(CLR),173,67,28(5),2412,6,8,3,-,1.5,87.8,0.6,1,0.9,0.7,0.8,-,0.4,0.6,-,-,2.2,0.9,0.8,0.2,0.9,0.8,61.1,0.5,1.2,0.2,7.26
Bernardo Silva,MCFC,pt,26,M(CLR),173,64,31(5),2853,7,7,3,-,1.7,86.1,0.3,4,1.4,0.7,0.9,-,0.7,1.4,0.1,-,2,1.4,0.7,0.1,1,1.2,47.4,0.3,2,0.1,7.26
Leroy Sané,MCFC,de,24,"M(CLR),FW",184,75,21(10),1867,10,10,1,-,1.8,84.4,0.3,1,0.8,0.3,0.3,-,0.1,0.7,0.1,-,1.3,1.8,0.5,0.6,1.4,2.3,27.3,0.5,0.1,0.1,7.26
Oleksandr Zinchenko,MCFC,ua,23,"D(L),M(CR)",175,64,14,1153,-,3,1,-,0.5,91.5,1.7,-,2.4,1.4,1.1,-,1.1,1.4,0.2,-,0.9,0.4,0.4,0.1,0.4,0.5,84.6,0.5,2.6,-,7.19
Ilkay Gündogan,MCFC,de,29,M(C),180,80,23(8),2136,6,3,3,-,1.4,90.8,0.8,2,0.6,0.9,0.4,-,0.6,0.8,0.1,-,1.4,0.6,0.7,-,0.5,0.9,64.4,0.9,2.4,0.1,7.10
Aymeric Laporte,MCFC,fr,26,D(CL),191,86,34(1),3057,3,3,3,-,0.7,92.3,2.2,1,1.2,1.1,0.6,0.4,2.7,0.3,0.3,-,0.4,0.1,0.5,0.1,0.1,0.3,85.6,-,4.9,-,7.05
Kevin De Bruyne,MCFC,be,29,"M(CLR),FW",181,68,11(8),978,2,2,2,-,1.6,83.7,0.3,2,1.2,0.2,0.5,0.1,0.1,0.7,0.1,-,1.9,1,0.8,0.1,0.7,1.2,38.2,1.1,2.4,0.2,7.05
Danilo,MCFC,br,29,D(LR),184,78,9(2),806,1,-,1,-,1.3,87,1.6,1,1.8,1.4,0.9,0.3,1.8,0.5,-,-,0.4,0.7,0.7,-,0.5,0.7,69.7,0.2,1.7,-,7.01
Nicolás Otamendi,MCFC,ar,32,D(C),183,81,14(4),1234,-,-,1,-,0.8,92.7,2.2,-,1.4,1.6,0.4,0.6,3.1,0.2,0.2,-,0.1,0.1,0.2,-,-,0.1,69,-,2.6,-,6.98
Kyle Walker,MCFC,eng,30,"D(CR),M(R)",178,70,30(3),2777,1,1,3,-,0.6,90.1,1.4,-,1.2,1.1,0.5,0.2,1.5,0.4,0.2,-,0.7,0.5,0.4,0.1,0.4,0.8,72.4,0.1,3.5,-,6.96
Riyad Mahrez,MCFC,dz,29,AM(CLR),179,67,14(13),1338,7,4,-,-,2,84.7,0.7,3,0.5,0.3,0.4,-,0.1,0.4,-,-,0.9,0.9,0.6,0.3,1,1,29.5,0.6,1.4,0.2,6.96
Vincent Kompany,MCFC,be,34,D(C),193,85,13(4),1223,1,-,6,-,0.3,93,2.2,-,0.9,0.9,1,0.6,3.2,0.1,0.5,-,0.1,0.2,-,0.1,-,0.3,72.2,-,3.7,-,6.93
John Stones,MCFC,eng,26,D(CR),188,70,20(4),1763,-,-,1,-,0.2,94.2,2.5,-,0.7,0.6,0.3,0.3,2.5,0.2,0.4,-,0.2,0.3,0.3,-,0.1,-,73,-,4.3,-,6.87
Fabian Delph,MCFC,eng,30,"D(L),M(CL)",174,60,8(3),725,-,1,1,1,0.4,91.3,0.8,-,2.1,1.2,0.5,0.3,1.5,1,-,-,0.3,0.7,0.6,-,0.1,0.9,62.9,0.3,2.4,-,6.82
Ederson,MCFC,br,27,GK,188,86,38,3420,-,1,2,-,-,82.6,0.3,-,0.1,-,0.1,-,0.5,-,-,-,0.1,-,0.1,-,-,-,24.2,-,3.3,-,6.66
Gabriel Jesus,MCFC,br,23,"AM(LR),FW",175,73,8(21),1022,7,3,1,-,1.5,82.6,0.5,1,0.3,0.1,0.4,-,0.1,0.2,0.1,-,0.7,0.8,0.6,0.5,1,1.1,12.3,-,0.1,-,6.64
Phil Foden,MCFC,eng,20,AM(CLR),171,70,3(10),330,1,-,-,-,1.1,86.6,0.2,-,0.5,0.3,0.3,-,0.1,0.5,-,-,0.6,0.6,0.4,-,0.4,0.3,17.8,0.1,0.2,-,6.52
Paul Pogba,MUFC,fr,27,M(C),191,84,34(1),3012,13,9,6,-,3,82.8,1.7,7,1.3,0.5,1.5,-,1,0.7,0.3,-,1.6,1.7,2,0.1,2.5,2.1,59.1,0.1,4.7,0.2,7.31
Ander Herrera,MUFC,es,31,M(C),182,71,16(6),1405,2,3,4,-,1,87.8,0.2,2,2.5,1.7,1,-,1,1.8,0.3,-,0.7,0.5,0.9,-,0.4,0.6,44.5,-,1.5,0.1,6.96
Marcus Rashford,MUFC,eng,22,"AM(LR),FW",180,70,26(7),2345,10,6,3,1,2.5,78.1,0.9,3,0.7,0.1,0.8,-,0.7,0.7,-,-,1.2,1.3,1.6,0.5,1.4,2.5,20.2,0.3,0.5,-,6.95
Luke Shaw,MUFC,eng,25,"D(CL),M(L)",185,75,29,2592,1,4,11,-,0.7,83.3,1.7,2,1.9,0.7,1.4,0.1,2.8,0.7,0.4,-,1.1,0.9,0.6,-,0.5,1,57.2,0.5,1.6,0.1,6.91
Anthony Martial,MUFC,fr,24,"AM(LR),FW",181,76,18(9),1624,10,2,2,-,1.4,79.3,0.7,2,0.3,0.1,0.5,-,0.3,0.4,-,-,1.3,1.2,1,0.2,1.2,1.7,26.2,0.1,0.1,0.1,6.90
Ashley Young,MUFC,eng,35,"D(LR),M(LR)",175,65,28(2),2569,2,2,8,1,0.4,77.5,0.8,-,1.7,1.8,1.2,0.3,1.9,0.6,0.3,-,1.3,0.6,1.1,0.1,0.6,0.8,45.9,1.4,3.7,-,6.87
Romelu Lukaku,MUFC,be,27,"AM(R),FW",190,94,22(10),2130,12,-,4,-,1.7,66.3,2.9,2,0.3,0.1,0.6,-,0.6,0.3,-,-,0.7,0.7,0.1,0.7,1.4,1.6,16.7,0.2,0.4,0.1,6.84
Phil Jones,MUFC,eng,28,"D(CR),DMC",180,71,15(3),1264,-,1,1,-,0.3,92.6,2.6,-,1.1,1.3,0.4,0.6,3.4,0.3,0.6,-,0.2,0.2,0.6,-,0.1,0.5,41.9,-,2.2,-,6.81
Chris Smalling,MUFC,eng,30,D(CR),194,81,24,2128,1,-,1,-,0.5,86.2,4.3,1,1.3,1.1,0.9,0.5,4.4,0.3,1,1,0.1,-,0.3,0.1,-,0.3,39.8,-,2.1,-,6.79
Nemanja Matic,MUFC,rs,32,DMC,194,85,28,2441,1,-,6,1,0.4,86.9,2,-,1.8,1.1,1,-,1.9,1,0.6,-,0.5,0.6,0.7,-,1.4,0.9,65.6,0.1,3.9,-,6.76
Juan Mata,MUFC,es,32,AM(CLR),170,63,16(6),1295,3,2,3,-,0.9,86,0.1,-,0.4,0.3,0.5,-,0.2,0.7,-,-,1.4,0.5,0.4,0.4,0.9,0.6,31.8,0.6,2.2,0.1,6.70
Luis Antonio Valencia,MUFC,ec,35,"D(R),M(R)",180,83,5(1),466,-,-,2,-,0.3,84.1,0.5,-,1.3,0.8,1.2,-,1,0.2,-,-,1.2,0.5,0.7,-,0.2,-,45.2,0.8,1.8,-,6.68
Victor Lindelöf,MUFC,se,26,D(CR),187,80,29(1),2602,1,1,1,-,0.3,89.2,2.3,-,1.3,0.8,0.6,0.7,3.9,0.3,0.4,1,0.2,0.3,0.5,-,0.1,0.4,49.7,-,2.1,-,6.68
Marouane Fellaini,MUFC,be,32,M(C),194,85,6(8),748,-,1,1,-,0.5,81.2,3.4,-,1.5,0.3,1.1,0.1,2.4,0.6,0.4,-,0.2,0.1,0.6,0.1,0.6,0.7,30.4,0.1,0.3,-,6.66
Diogo Dalot,MUFC,pt,21,"D(LR),M(R)",183,76,12(4),1015,-,2,3,-,0.9,70.9,1.4,-,1.5,0.6,0.8,0.4,1.9,0.3,0.1,-,1.1,0.7,0.1,0.1,0.3,0.6,26.4,0.9,0.6,-,6.63
Alexis Sánchez,MUFC,cl,31,"M(CLR),FW",169,62,9(11),877,1,3,3,-,0.9,74.6,0.4,-,0.9,0.5,0.7,-,0.1,0.4,-,-,1.1,0.7,0.9,0.4,1.3,1.1,19.1,0.3,1.2,0.1,6.60
Jesse Lingard,MUFC,eng,27,AM(CLR),175,62,19(8),1670,4,2,3,-,1.2,85.7,0.2,1,1.1,0.4,1,-,0.2,0.8,0.1,-,0.6,0.5,0.9,0.3,0.7,1.6,28.2,0.1,0.3,0.1,6.59
Matteo Darmian,MUFC,it,30,"D(CLR),M(LR)",182,70,5(1),444,-,-,-,-,0.2,85.1,0.5,-,2.3,1.2,0.5,0.3,3.2,1.2,-,-,0.3,0.2,0.7,0.2,0.3,0.5,29.2,0.2,1.3,-,6.59
David de Gea,MUFC,es,29,GK,192,76,38,3420,-,-,1,-,-,60,0.1,1,-,-,-,-,0.6,0.1,-,-,-,-,0.1,-,-,-,24.9,-,7.9,-,6.52
Fred,MUFC,br,27,M(C),169,64,13(4),1045,1,1,2,-,1,86.3,0.2,1,1.7,0.9,1.5,0.1,0.5,1.1,0.1,-,0.7,0.6,1.1,0.1,1.1,1.2,45.2,0.3,3.5,0.1,6.49
Scott McTominay,MUFC,sct,23,"D(C),DMC",193,88,9(7),863,2,-,1,-,0.9,83.3,2.1,1,0.6,0.9,0.7,-,1,0.4,0.3,-,0.1,0.1,1,0.1,0.4,0.9,28.1,-,1.1,-,6.48
Mason Greenwood,MUFC,eng,19,"AM(R),FW",181,70,1(2),116,-,-,-,-,2.3,85,-,-,1,-,-,-,0.3,0.3,-,-,1,1,0.3,0.7,1,1,20,-,-,-,6.44
Eric Bailly,MUFC,ci,26,D(CR),187,77,8(4),639,-,-,-,1,0.3,87.1,1.1,-,1.3,1.1,0.4,0.3,3.1,0.2,0.3,-,-,0.3,0.4,-,0.1,0.4,25.2,-,1.6,-,6.37
Andreas Pereira,MUFC,br,24,M(CLR),178,71,6(9),597,1,1,5,-,0.5,82.4,0.2,-,0.5,0.7,0.8,-,0.5,0.7,0.1,-,0.6,0.5,0.3,0.1,0.9,0.6,23.5,0.2,0.8,-,6.26
Marcos Rojo,MUFC,ar,30,D(CL),187,85,2(3),211,-,-,2,-,1.2,72.6,0.6,-,1,1.2,0.6,0.6,1.8,1,0.4,1,-,0.2,0.2,-,-,0.2,24.8,-,1.6,-,6.15
Angel Gomes,MUFC,eng,20,Midfielder,161,61,0(2),25,-,-,-,-,1,95.2,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,0.5,-,10.5,-,0.5,-,6.08
Tahith Chong,MUFC,nl,20,Midfielder,185,75,0(2),37,-,-,-,-,1,80,-,-,-,-,-,-,0.5,-,-,-,-,0.5,1,-,0.5,0.5,7.5,-,-,-,6.07
James Garner,MUFC,eng,19,M(C),186,78,0(1),1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,6.00
Harry Kane,THFC,eng,27,"AM(C),FW",188,86,27(1),2427,17,4,5,-,3.6,73.1,1.8,6,0.4,-,1.1,-,0.5,0.5,0.2,-,1.1,1.4,1.9,0.4,1.6,2.9,19.7,0.1,1.6,-,7.38
Paulo Gazzaniga,THFC,ar,28,GK,196,90,3,270,-,-,-,-,-,64.2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,0.3,31.7,-,6,-,7.14
Kieran Trippier,THFC,eng,30,"D(R),M(R)",178,71,26(1),2278,1,3,2,-,0.3,78.9,1.1,1,2.5,0.9,0.7,0.6,2.3,0.9,0.2,1,1.8,0.3,0.9,0.2,0.5,0.7,57.1,2,2.6,0.1,7.10
Son Heung-Min,THFC,kr,28,"M(CLR),FW",183,78,23(8),2049,12,6,2,1,2.4,85.6,0.1,4,0.7,0.3,0.4,-,0.1,0.8,0.1,-,1.1,1.5,0.6,0.7,1.4,1.9,24.3,0.2,0.4,0.1,7.10
Christian Eriksen,THFC,dk,28,M(CLR),182,76,30(5),2772,8,12,3,-,2.4,81,0.4,2,1.2,0.4,0.5,-,0.2,1.2,0.1,-,2.1,0.5,0.5,0.1,0.8,1.7,53.5,0.9,2.3,0.3,7.08
Hugo Lloris,THFC,fr,33,GK,188,82,33,2970,-,-,-,-,-,73.6,0.3,2,-,-,-,-,1,0.1,-,-,-,-,0.1,-,-,0.1,31.7,-,6.7,-,6.96
Lucas Moura,THFC,br,28,"AM(CLR),FW",172,72,25(7),2128,10,-,3,-,1.4,76.1,1.1,3,1.1,0.8,0.8,-,0.8,0.6,-,-,0.8,1.4,1.5,0.4,1.1,2.1,22.6,-,0.4,-,6.96
Kyle Walker-Peters,THFC,eng,23,D(R),173,62,4(2),374,-,3,1,-,0.3,83,0.5,-,1.2,0.7,0.7,-,0.7,0.2,0.2,-,1.2,1.5,1.7,0.2,0.5,0.5,31.3,0.7,0.5,-,6.95
Dele Alli,THFC,eng,24,"M(CL),FW",188,76,22(3),1835,5,3,4,-,1.6,80.3,0.8,1,1.3,0.8,0.9,-,0.7,0.8,0.2,-,1.1,1.2,0.8,0.1,1.2,2,41.1,0.1,1,0.1,6.95
Juan Foyth,THFC,ar,22,D(CR),179,69,10(2),890,1,-,3,1,0.3,85.2,2.1,1,2.6,0.8,1.3,0.8,4,0.4,0.4,-,0.3,1.6,0.8,-,0.8,0.9,48.8,-,1.8,0.1,6.93
Jan Vertonghen,THFC,be,33,D(CL),189,87,22,1915,1,-,3,1,0.7,87.5,2.3,1,1.8,1.5,0.5,0.9,3.3,0.5,0.5,-,0.2,0.4,0.5,-,0.1,0.5,69.6,0.2,3.1,-,6.89
Serge Aurier,THFC,ci,27,"D(CLR),M(R)",176,76,6(2),564,-,2,1,-,0.5,75.5,1.5,-,2.5,0.9,2.1,0.5,2.1,0.9,0.3,-,0.8,1,0.3,0.1,0.9,1.5,33.6,0.9,0.6,-,6.85
Michel Vorm,THFC,nl,36,GK,183,84,2,180,-,-,-,-,-,77.3,0.5,1,-,-,-,-,1,-,-,-,-,-,-,-,-,0.5,22,-,2.5,-,6.85
Danny Rose,THFC,eng,30,"D(L),M(L)",173,72,20(6),1798,-,3,5,-,0.6,73.7,1,1,1.9,0.9,1,0.2,0.8,0.5,0.2,-,1,1.3,1.8,-,0.7,1.9,35.7,0.8,1,-,6.84
Toby Alderweireld,THFC,be,31,D(CR),187,90,33(1),2924,-,-,3,-,0.6,88.5,1.6,-,1.1,0.7,0.3,0.6,4.9,0.3,0.6,1,0.2,-,-,-,-,0.2,69.4,0.1,7.1,0.1,6.84
Georges-Kévin Nkoudou,THFC,fr,25,AM(LR),172,75,0(1),4,-,1,-,-,-,66.7,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,3,1,-,-,6.83
Davinson Sánchez,THFC,co,24,D(C),187,81,22(1),1943,1,1,2,-,0.6,89.9,2.9,-,1.6,1.3,0.9,1.1,4.4,0.7,0.4,-,0.2,-,0.4,-,0.1,0.3,62.6,-,2.7,-,6.83
Erik Lamela,THFC,ar,28,AM(CLR),181,79,9(10),973,4,2,2,-,1.5,83.2,0.2,1,0.9,0.4,1.2,-,0.1,0.5,-,-,1.2,1.1,0.9,0.1,1.1,1.5,22.2,0.5,0.4,0.2,6.77
Moussa Sissoko,THFC,fr,31,M(CR),187,83,27(2),2337,-,3,2,-,0.5,86.7,0.8,-,1.2,0.6,0.8,-,0.7,0.5,0.1,-,0.9,1.2,0.7,0.1,1,1.4,46.5,0.1,1.4,-,6.75
Eric Dier,THFC,eng,26,"D(CR),DMC",188,88,18(2),1510,3,-,4,-,0.5,84.9,1.8,-,1.3,1.1,1.2,-,2.1,1.4,0.6,-,0.4,0.1,0.5,-,0.5,0.6,54.2,0.1,2.3,0.1,6.74
Ben Davies,THFC,wls,27,"D(CL),M(L)",181,76,20(7),1839,-,-,2,-,0.5,82.8,1.7,1,2.1,0.9,0.7,0.3,2.3,0.6,0.4,-,0.6,0.1,0.5,-,0.4,0.7,40.2,0.3,1.2,-,6.69
Harry Winks,THFC,eng,24,DMC,178,65,17(9),1592,1,-,4,-,0.3,91.8,0.5,1,0.8,0.8,0.6,-,0.7,1,0.1,-,0.3,0.7,0.6,0.1,0.8,0.6,53.4,-,2.2,-,6.55
Victor Wanyama,THFC,ke,29,DMC,188,80,4(9),513,1,-,2,-,0.5,81,1.1,-,1,0.5,0.8,-,0.7,0.5,0.2,-,0.2,0.5,0.5,-,0.3,0.6,25.1,0.1,0.1,-,6.53
Fernando Llorente,THFC,es,35,FW,193,90,6(14),685,1,4,2,-,1.2,66.4,2.7,-,0.2,0.1,0.6,-,0.5,0.1,0.1,1,0.7,0.3,0.3,0.3,0.6,1.4,11.2,-,0.2,-,6.49
Oliver Skipp,THFC,eng,20,DMC,175,70,2(6),216,-,-,-,-,0.3,83.9,1.3,-,0.9,0.1,0.5,-,0.8,0.3,0.1,-,0.1,0.3,0.4,-,0.3,0.3,17.9,-,0.5,-,6.38
Mousa Dembélé,THFC,be,33,M(CR),185,87,7(3),516,-,-,1,-,0.1,89.6,0.6,-,1.3,0.7,1.2,0.1,0.5,0.3,0.1,-,-,0.7,0.3,-,0.7,0.9,30.8,-,0.4,-,6.38
Vincent Janssen,THFC,nl,26,FW,180,79,0(3),36,-,-,-,-,1,77.8,1,-,0.7,-,0.7,-,0.3,-,-,-,-,0.3,-,0.3,0.3,-,3,-,-,-,6.30
Luke Amos,THFC,eng,23,M(C),179,70,0(1),2,-,-,-,-,-,33.3,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,6.13
Mohamed Salah,LFC,eg,28,"AM(CLR),FW",175,71,37(1),3262,22,8,1,-,3.6,75.9,0.3,8,0.6,0.1,0.7,-,0.1,0.3,-,-,1.8,2.1,0.8,0.7,3.1,2.9,28.4,0.4,0.6,0.3,7.57
Virgil van Dijk,LFC,nl,29,D(C),193,92,38,3385,4,2,1,-,0.8,89.7,4.8,4,1,1.1,0.3,1.1,5.2,-,0.5,-,0.2,0.2,0.6,-,-,0.2,79.9,-,5.3,-,7.44
Sadio Mané,LFC,sn,28,"AM(CLR),FW",175,69,35(1),3086,22,1,2,-,2.4,78.2,1,6,1,0.4,0.9,0.1,0.2,0.8,0.1,-,1.3,1.4,1.8,0.7,1.3,2.9,32.9,0.2,1.3,0.1,7.43
Trent Alexander-Arnold,LFC,eng,22,"D(R),M(R)",175,69,27(2),2467,1,12,3,-,1,77.5,0.3,1,2.1,1.2,0.5,0.3,2.1,1.1,0.1,-,1.7,0.5,0.2,0.1,0.5,1.4,58.5,2,4,0.1,7.36
Roberto Firmino,LFC,br,29,"M(CLR),FW",181,76,31(3),2620,12,6,-,-,2.2,80.8,0.9,4,0.9,0.2,1.1,-,0.4,0.8,-,-,1.3,1.4,0.3,0.2,1.8,2.3,37.6,0.1,0.5,0.1,7.20
Andrew Robertson,LFC,sct,26,"D(L),M(L)",178,64,36,3219,-,11,4,-,0.4,83.2,0.7,1,2.2,0.8,0.5,0.5,1.3,0.9,0.2,-,1.4,0.8,0.4,-,0.6,0.9,66.6,0.6,2.2,-,7.12
Joel Matip,LFC,cm,29,D(C),195,90,17(5),1535,1,-,3,-,0.4,86.9,3,2,1.8,1.5,0.5,0.8,3.5,0.5,0.3,-,0.1,0.3,0.8,-,-,0.3,61,-,2.1,-,7.11
Dejan Lovren,LFC,hr,31,D(C),188,84,11(2),986,1,-,1,-,0.5,86.6,4.1,1,1.2,0.8,0.2,1.2,3.9,0.6,0.5,-,0.1,-,0.8,-,0.1,0.2,63.2,0.2,2.6,0.1,7.08
Fabinho,LFC,br,26,"D(R),DMC",188,78,21(7),2013,1,2,6,-,0.6,85.3,2,-,2.1,1,1,0.2,0.9,1.3,0.2,-,0.6,0.4,1.1,-,0.6,0.4,57.5,0.1,2.6,-,6.95
James Milner,LFC,eng,34,"D(LR),M(CLR)",175,70,19(12),1787,5,4,5,1,0.8,84.6,0.6,1,1.4,0.6,0.9,0.2,0.7,0.8,0.2,-,1.4,0.5,0.9,-,0.3,1,45.2,1.2,2.6,0.1,6.91
Georginio Wijnaldum,LFC,nl,29,M(CLR),175,69,32(3),2736,3,-,3,-,0.9,91.1,0.9,1,1.2,0.6,0.5,-,0.7,0.4,0.2,-,0.7,0.8,0.9,0.1,1.1,1.5,50.5,0.1,1.6,-,6.89
Alisson,LFC,br,28,GK,191,91,38,3420,-,-,1,-,-,80.3,0.3,-,0.1,-,-,-,0.8,-,-,-,-,0.1,-,-,-,-,28.3,-,4.8,-,6.79
Joe Gomez,LFC,eng,23,D(CLR),188,77,12(4),1060,-,-,2,-,0.3,87.5,1.5,-,1.1,0.9,0.8,0.4,2.4,0.4,0.3,-,0.4,0.3,0.6,-,0.1,0.6,49.2,0.1,2,-,6.76
Naby Keita,LFC,gn,25,M(C),172,64,16(9),1394,2,1,-,-,1.1,88.5,0.4,-,1.5,0.5,1,-,0.5,1.1,0.2,-,0.4,1,0.6,-,1.2,1.4,40.2,-,0.6,0.1,6.74
Xherdan Shaqiri,LFC,ch,29,M(CLR),169,72,11(13),1059,6,3,2,-,1.1,81.2,0.1,1,0.6,0.3,0.4,-,0.3,0.4,-,-,0.8,0.3,0.6,0.1,0.8,1,26.6,0.5,1.5,0.2,6.71
Jordan Henderson,LFC,eng,30,M(CLR),182,67,21(11),1983,1,3,1,1,0.5,87.2,0.8,-,1.4,0.9,0.8,-,0.4,0.7,0.1,-,0.5,0.2,0.4,-,0.3,0.7,54.4,0.2,3.3,0.1,6.67
Alberto Moreno,LFC,es,28,"D(L),M(L)",171,65,2,155,-,-,-,-,0.5,87.6,-,-,1.5,1,0.5,1,-,1,-,-,1.5,1,0.5,-,-,1.5,52.5,0.5,1,-,6.65
Divock Origi,LFC,be,25,"AM(LR),FW",185,75,4(8),368,3,1,-,-,1.1,70.4,0.3,-,0.5,-,0.2,0.1,0.1,0.3,-,-,0.3,0.5,0.4,0.3,0.8,0.8,9,-,0.5,-,6.57
Adam Lallana,LFC,eng,32,AM(CLR),172,73,5(8),465,-,-,1,-,0.4,82.1,0.7,-,1.2,0.4,0.3,-,0.1,0.5,0.1,-,0.7,0.6,0.8,-,0.8,0.8,23.2,0.2,0.4,-,6.53
Daniel Sturridge,LFC,eng,31,"M(R),FW",188,76,4(14),500,2,1,1,-,1,80,0.2,-,0.2,0.1,0.3,-,-,0.1,-,-,0.4,0.3,0.6,0.2,0.6,0.9,10.6,0.1,0.5,0.1,6.41
Alex Oxlade Chamberlain,LFC,eng,27,M(CLR),180,70,0(2),19,-,-,-,-,0.5,76.9,-,-,0.5,0.5,-,-,-,-,-,-,0.5,0.5,0.5,-,-,0.5,6.5,-,-,-,6.35
Nathaniel Clyne,LFC,eng,29,"D(LR),M(R)",175,67,1(3),108,-,-,-,-,0.8,83.1,0.3,-,1,0.5,-,-,0.3,0.5,-,-,-,-,0.5,-,0.3,0.3,14.8,-,0.3,-,6.29
Rafael Camacho,LFC,pt,20,M(R),175,68,0(1),1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.00
Eden Hazard,CFC,be,29,"M(CLR),FW",175,74,32(5),2926,16,15,2,-,2.5,84.3,0.5,14,0.4,0.4,0.3,-,0.1,0.3,-,-,2.6,3.7,2.8,0.3,2.3,2.4,49.2,0.9,2.7,0.3,7.81
Marcos Alonso,CFC,es,29,"D(CL),M(L)",188,84,31,2761,2,4,6,-,1.5,85,2.1,2,2.4,1.3,0.9,0.2,2.8,0.8,0.1,-,1.1,0.5,1.2,0.1,0.9,1,60.7,0.3,1.4,-,7.18
David Luiz,CFC,br,33,"D(C),DMC",189,84,36,3239,3,2,3,-,0.9,88,2.3,-,1.1,1,0.9,0.7,4,0.2,0.5,-,0.6,0.3,0.8,-,0.1,0.4,72.8,-,6,0.3,7.08
Willian,CFC,br,32,AM(CLR),175,77,26(6),2109,3,6,2,-,1.9,85.7,0.3,2,1.1,0.4,0.4,-,0.3,0.5,-,-,2.5,1.2,1,0.3,1.2,1.6,38.4,1.2,1.2,0.1,7.06
César Azpilicueta,CFC,es,31,"D(CLR),M(R)",178,76,38,3403,1,5,4,-,0.4,87,1.8,1,2.8,1.1,1,0.4,2,0.8,0.4,-,0.7,0.3,0.4,0.1,0.2,0.9,65.3,0.6,1.3,0.1,7.01
Pedro,CFC,es,33,M(CLR),169,65,21(10),1781,8,2,2,-,1.8,86.5,0.3,5,0.9,0.6,0.5,-,0.3,0.8,0.1,-,0.9,1.4,0.8,0.3,1.1,1,34.4,0.3,1.2,0.1,6.97
N'Golo Kanté,CFC,fr,29,DMC,168,68,36,3096,4,4,3,-,0.8,87.9,0.8,1,2.1,1.2,1,-,0.7,1.2,0.2,-,1.3,0.9,0.4,0.2,1.5,1.6,56.2,0.2,1,0.1,6.93
Gonzalo Higuaín,CFC,ar,32,FW,186,89,13(1),1092,5,-,-,-,3.3,77.2,0.5,-,0.7,0.1,0.4,-,0.4,0.6,-,-,1.1,0.6,0.1,0.8,1.4,1.4,22.6,-,0.9,-,6.89
Jorginho,CFC,it,28,DMC,180,65,37,3165,2,-,8,-,0.5,89.3,0.4,-,2.1,1.7,0.9,-,0.9,1.4,0.2,-,0.8,0.4,0.6,-,0.8,0.9,84.3,-,2.5,0.4,6.88
Ruben Loftus-Cheek,CFC,eng,24,M(CLR),191,88,6(18),985,6,2,-,-,1.2,87.9,0.9,1,0.8,0.5,0.4,-,0.2,0.4,0.2,-,0.7,1.7,1,0.1,1,1,25.4,-,0.5,-,6.85
Willy Caballero,CFC,ar,39,GK,186,81,2,180,-,-,-,-,-,77.8,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,27,-,7.5,-,6.83
Antonio Rüdiger,CFC,de,27,D(CR),190,85,33,2874,1,-,7,-,0.8,91.5,2.5,-,1,1,0.8,0.6,2.9,0.4,0.2,-,0.2,0.1,0.5,-,0.3,0.2,76.9,-,4.5,0.1,6.78
Andreas Christensen,CFC,dk,24,"D(C),DMC",188,78,6(2),615,-,-,1,-,-,92.8,2.3,-,1.3,0.5,1,0.4,3.4,0.4,0.3,-,-,0.1,0.4,-,-,0.4,57.3,-,1.1,-,6.73
Ross Barkley,CFC,eng,26,M(CLR),189,76,13(14),1243,3,5,1,-,1.5,91.2,0.7,1,0.6,0.3,0.5,-,0.5,0.4,-,-,0.8,0.6,1,-,1.2,0.7,35.3,-,1.5,0.1,6.65
